ACTIN,5929,"{'rfp', 'gfp'}"
ENDOSOME,20058,"{'rfp', 'gfp'}"
SPINDLEPOLE,13883,"{'rfp', 'gfp'}"
NUCLEOLUS,12556,"{'rfp', 'gfp'}"
MITOCHONDRIA,13540,"{'rfp', 'gfp'}"
SPINDLEPOLE,9728,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,12066,"{'rfp', 'gfp'}"
ER,3054,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,10446,"{'rfp', 'gfp'}"
ENDOSOME,2850,"{'rfp', 'gfp'}"
VACUOLE,27832,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,14830,"{'rfp', 'gfp'}"
MITOCHONDRIA,28869,"{'rfp', 'gfp'}"
CYTOPLASM,4328,"{'rfp', 'gfp'}"
VACUOLE,24521,"{'rfp', 'gfp'}"
ER,28348,"{'rfp', 'gfp'}"
PEROXISOME,5775,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,17749,"{'rfp', 'gfp'}"
NUCLEOLUS,13503,"{'rfp', 'gfp'}"
CYTOPLASM,3550,"{'rfp', 'gfp'}"
CELLPERIPHERY,9791,"{'rfp', 'gfp'}"
ER,24863,"{'rfp', 'gfp'}"
SPINDLEPOLE,8111,"{'rfp', 'gfp'}"
MITOCHONDRIA,6281,"{'rfp', 'gfp'}"
BUDNECK,3291,"{'rfp', 'gfp'}"
NUCLEOLUS,29319,"{'rfp', 'gfp'}"
NUCLEOLUS,21833,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,4248,"{'rfp', 'gfp'}"
MITOCHONDRIA,2899,"{'rfp', 'gfp'}"
ER,21584,"{'rfp', 'gfp'}"
MITOCHONDRIA,28171,"{'rfp', 'gfp'}"
VACUOLE,26731,"{'rfp', 'gfp'}"
MITOCHONDRIA,19650,"{'rfp', 'gfp'}"
VACUOLE,18375,"{'rfp', 'gfp'}"
SPINDLEPOLE,15895,"{'rfp', 'gfp'}"
GOLGI,2002,"{'rfp', 'gfp'}"
CYTOPLASM,11209,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,5789,"{'rfp', 'gfp'}"
GOLGI,6038,"{'rfp', 'gfp'}"
MITOCHONDRIA,13121,"{'rfp', 'gfp'}"
NUCLEI,27469,"{'rfp', 'gfp'}"
NUCLEOLUS,17791,"{'rfp', 'gfp'}"
PEROXISOME,1428,"{'rfp', 'gfp'}"
CYTOPLASM,14436,"{'rfp', 'gfp'}"
NUCLEOLUS,22312,"{'rfp', 'gfp'}"
ER,11701,"{'rfp', 'gfp'}"
MITOCHONDRIA,9286,"{'rfp', 'gfp'}"
ER,1433,"{'rfp', 'gfp'}"
SPINDLEPOLE,16574,"{'rfp', 'gfp'}"
GOLGI,11893,"{'rfp', 'gfp'}"
CELLPERIPHERY,20320,"{'rfp', 'gfp'}"
MITOCHONDRIA,24189,"{'rfp', 'gfp'}"
ENDOSOME,6034,"{'rfp', 'gfp'}"
CYTOPLASM,29030,"{'rfp', 'gfp'}"
CYTOPLASM,23417,"{'rfp', 'gfp'}"
BUDNECK,4778,"{'rfp', 'gfp'}"
CYTOPLASM,517,"{'rfp', 'gfp'}"
ER,8971,"{'rfp', 'gfp'}"
VACUOLE,7365,"{'rfp', 'gfp'}"
CELLPERIPHERY,9958,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,29609,"{'rfp', 'gfp'}"
VACUOLE,499,"{'rfp', 'gfp'}"
CELLPERIPHERY,15590,"{'rfp', 'gfp'}"
NUCLEOLUS,11480,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,9199,"{'rfp', 'gfp'}"
MITOCHONDRIA,2660,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,24856,"{'rfp', 'gfp'}"
NUCLEOLUS,442,"{'rfp', 'gfp'}"
MITOCHONDRIA,23664,"{'rfp', 'gfp'}"
ENDOSOME,6966,"{'rfp', 'gfp'}"
VACUOLE,14580,"{'rfp', 'gfp'}"
ENDOSOME,19690,"{'rfp', 'gfp'}"
NUCLEOLUS,16103,"{'rfp', 'gfp'}"
GOLGI,7016,"{'rfp', 'gfp'}"
VACUOLE,16171,"{'rfp', 'gfp'}"
NUCLEOLUS,11343,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,8815,"{'rfp', 'gfp'}"
SPINDLEPOLE,28754,"{'rfp', 'gfp'}"
MITOCHONDRIA,1332,"{'rfp', 'gfp'}"
NUCLEOLUS,2784,"{'rfp', 'gfp'}"
VACUOLE,24066,"{'rfp', 'gfp'}"
CYTOPLASM,17692,"{'rfp', 'gfp'}"
BUDTIP,26848,"{'rfp', 'gfp'}"
MITOCHONDRIA,18920,"{'rfp', 'gfp'}"
SPINDLE,12407,"{'rfp', 'gfp'}"
NUCLEI,23314,"{'rfp', 'gfp'}"
NUCLEOLUS,21237,"{'rfp', 'gfp'}"
SPINDLEPOLE,13724,"{'rfp', 'gfp'}"
SPINDLEPOLE,8587,"{'rfp', 'gfp'}"
NUCLEI,5066,"{'rfp', 'gfp'}"
ACTIN,25013,"{'rfp', 'gfp'}"
NUCLEOLUS,19056,"{'rfp', 'gfp'}"
NUCLEI,21923,"{'rfp', 'gfp'}"
ER,28216,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,18344,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,9887,"{'rfp', 'gfp'}"
CYTOPLASM,20013,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,29895,"{'rfp', 'gfp'}"
ACTIN,26611,"{'rfp', 'gfp'}"
NUCLEI,30849,"{'rfp', 'gfp'}"
ENDOSOME,16776,"{'rfp', 'gfp'}"
SPINDLEPOLE,6210,"{'rfp', 'gfp'}"
NUCLEOLUS,29164,"{'rfp', 'gfp'}"
NUCLEI,23030,"{'rfp', 'gfp'}"
ENDOSOME,532,"{'rfp', 'gfp'}"
CYTOPLASM,13259,"{'rfp', 'gfp'}"
GOLGI,16358,"{'rfp', 'gfp'}"
CELLPERIPHERY,23244,"{'rfp', 'gfp'}"
ER,6590,"{'rfp', 'gfp'}"
MITOCHONDRIA,19360,"{'rfp', 'gfp'}"
MITOCHONDRIA,14761,"{'rfp', 'gfp'}"
NUCLEI,997,"{'rfp', 'gfp'}"
NUCLEI,4310,"{'rfp', 'gfp'}"
SPINDLEPOLE,29781,"{'rfp', 'gfp'}"
NUCLEI,1042,"{'rfp', 'gfp'}"
GOLGI,28036,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,18471,"{'rfp', 'gfp'}"
NUCLEOLUS,23279,"{'rfp', 'gfp'}"
VACUOLE,4793,"{'rfp', 'gfp'}"
MITOCHONDRIA,10904,"{'rfp', 'gfp'}"
SPINDLEPOLE,12237,"{'rfp', 'gfp'}"
NUCLEI,23028,"{'rfp', 'gfp'}"
BUDTIP,25104,"{'rfp', 'gfp'}"
BUDTIP,15807,"{'rfp', 'gfp'}"
VACUOLE,20950,"{'rfp', 'gfp'}"
ENDOSOME,25405,"{'rfp', 'gfp'}"
ER,20027,"{'rfp', 'gfp'}"
MITOCHONDRIA,19746,"{'rfp', 'gfp'}"
CYTOPLASM,15143,"{'rfp', 'gfp'}"
ENDOSOME,5396,"{'rfp', 'gfp'}"
NUCLEI,23822,"{'rfp', 'gfp'}"
VACUOLE,25861,"{'rfp', 'gfp'}"
GOLGI,27952,"{'rfp', 'gfp'}"
NUCLEOLUS,14755,"{'rfp', 'gfp'}"
SPINDLEPOLE,17181,"{'rfp', 'gfp'}"
SPINDLEPOLE,4524,"{'rfp', 'gfp'}"
MITOCHONDRIA,26161,"{'rfp', 'gfp'}"
NUCLEI,25001,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,17139,"{'rfp', 'gfp'}"
BUDNECK,21419,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,18809,"{'rfp', 'gfp'}"
PEROXISOME,20643,"{'rfp', 'gfp'}"
ACTIN,24877,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,10067,"{'rfp', 'gfp'}"
ER,13193,"{'rfp', 'gfp'}"
NUCLEI,29131,"{'rfp', 'gfp'}"
BUDNECK,3297,"{'rfp', 'gfp'}"
SPINDLEPOLE,7951,"{'rfp', 'gfp'}"
CYTOPLASM,27124,"{'rfp', 'gfp'}"
CYTOPLASM,6438,"{'rfp', 'gfp'}"
PEROXISOME,9095,"{'rfp', 'gfp'}"
VACUOLE,20485,"{'rfp', 'gfp'}"
VACUOLE,23221,"{'rfp', 'gfp'}"
ENDOSOME,15347,"{'rfp', 'gfp'}"
ACTIN,910,"{'rfp', 'gfp'}"
MITOCHONDRIA,26979,"{'rfp', 'gfp'}"
ER,5499,"{'rfp', 'gfp'}"
CELLPERIPHERY,4650,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,5040,"{'rfp', 'gfp'}"
ER,22124,"{'rfp', 'gfp'}"
MITOCHONDRIA,26550,"{'rfp', 'gfp'}"
GOLGI,19776,"{'rfp', 'gfp'}"
SPINDLEPOLE,8312,"{'rfp', 'gfp'}"
CELLPERIPHERY,12182,"{'rfp', 'gfp'}"
NUCLEI,18672,"{'rfp', 'gfp'}"
MITOCHONDRIA,26649,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,4944,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,22812,"{'rfp', 'gfp'}"
ENDOSOME,12928,"{'rfp', 'gfp'}"
ENDOSOME,24958,"{'rfp', 'gfp'}"
SPINDLEPOLE,24728,"{'rfp', 'gfp'}"
ENDOSOME,11778,"{'rfp', 'gfp'}"
VACUOLE,591,"{'rfp', 'gfp'}"
ER,24880,"{'rfp', 'gfp'}"
ACTIN,16280,"{'rfp', 'gfp'}"
CYTOPLASM,18036,"{'rfp', 'gfp'}"
NUCLEI,11949,"{'rfp', 'gfp'}"
NUCLEI,20453,"{'rfp', 'gfp'}"
NUCLEOLUS,6239,"{'rfp', 'gfp'}"
MITOCHONDRIA,7523,"{'rfp', 'gfp'}"
MITOCHONDRIA,28178,"{'rfp', 'gfp'}"
NUCLEI,25625,"{'rfp', 'gfp'}"
SPINDLEPOLE,15071,"{'rfp', 'gfp'}"
MITOCHONDRIA,6774,"{'rfp', 'gfp'}"
NUCLEI,5872,"{'rfp', 'gfp'}"
PEROXISOME,6589,"{'rfp', 'gfp'}"
GOLGI,1925,"{'rfp', 'gfp'}"
ER,23962,"{'rfp', 'gfp'}"
ER,26279,"{'rfp', 'gfp'}"
ACTIN,25280,"{'rfp', 'gfp'}"
GOLGI,18765,"{'rfp', 'gfp'}"
MITOCHONDRIA,17615,"{'rfp', 'gfp'}"
VACUOLE,20249,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,28823,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,12308,"{'rfp', 'gfp'}"
CYTOPLASM,20600,"{'rfp', 'gfp'}"
PEROXISOME,25305,"{'rfp', 'gfp'}"
GOLGI,8257,"{'rfp', 'gfp'}"
GOLGI,1096,"{'rfp', 'gfp'}"
MITOCHONDRIA,28265,"{'rfp', 'gfp'}"
BUDNECK,612,"{'rfp', 'gfp'}"
MITOCHONDRIA,1190,"{'rfp', 'gfp'}"
BUDTIP,26537,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,3320,"{'rfp', 'gfp'}"
ENDOSOME,874,"{'rfp', 'gfp'}"
BUDNECK,16680,"{'rfp', 'gfp'}"
CYTOPLASM,18994,"{'rfp', 'gfp'}"
VACUOLE,16299,"{'rfp', 'gfp'}"
ENDOSOME,19820,"{'rfp', 'gfp'}"
SPINDLEPOLE,26831,"{'rfp', 'gfp'}"
NUCLEI,27168,"{'rfp', 'gfp'}"
CYTOPLASM,27486,"{'rfp', 'gfp'}"
SPINDLEPOLE,29592,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,13829,"{'rfp', 'gfp'}"
ENDOSOME,21005,"{'rfp', 'gfp'}"
NUCLEOLUS,24545,"{'rfp', 'gfp'}"
VACUOLE,584,"{'rfp', 'gfp'}"
NUCLEI,12415,"{'rfp', 'gfp'}"
CYTOPLASM,2926,"{'rfp', 'gfp'}"
NUCLEI,30817,"{'rfp', 'gfp'}"
SPINDLE,24695,"{'rfp', 'gfp'}"
NUCLEI,10291,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,11491,"{'rfp', 'gfp'}"
ENDOSOME,7557,"{'rfp', 'gfp'}"
CYTOPLASM,30065,"{'rfp', 'gfp'}"
CYTOPLASM,9430,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,8760,"{'rfp', 'gfp'}"
ER,19780,"{'rfp', 'gfp'}"
NUCLEI,30820,"{'rfp', 'gfp'}"
ENDOSOME,8558,"{'rfp', 'gfp'}"
ER,13806,"{'rfp', 'gfp'}"
ENDOSOME,15874,"{'rfp', 'gfp'}"
ACTIN,14638,"{'rfp', 'gfp'}"
ACTIN,16777,"{'rfp', 'gfp'}"
NUCLEOLUS,29663,"{'rfp', 'gfp'}"
NUCLEOLUS,25909,"{'rfp', 'gfp'}"
ACTIN,3857,"{'rfp', 'gfp'}"
MITOCHONDRIA,27121,"{'rfp', 'gfp'}"
ACTIN,1964,"{'rfp', 'gfp'}"
PEROXISOME,2816,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,22294,"{'rfp', 'gfp'}"
VACUOLE,13722,"{'rfp', 'gfp'}"
VACUOLE,7666,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,25436,"{'rfp', 'gfp'}"
ER,14939,"{'rfp', 'gfp'}"
MITOCHONDRIA,28261,"{'rfp', 'gfp'}"
VACUOLE,15377,"{'rfp', 'gfp'}"
CYTOPLASM,27747,"{'rfp', 'gfp'}"
SPINDLE,30491,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,12064,"{'rfp', 'gfp'}"
ENDOSOME,20656,"{'rfp', 'gfp'}"
NUCLEI,13028,"{'rfp', 'gfp'}"
NUCLEOLUS,11946,"{'rfp', 'gfp'}"
NUCLEI,25529,"{'rfp', 'gfp'}"
PEROXISOME,13041,"{'rfp', 'gfp'}"
ER,5068,"{'rfp', 'gfp'}"
BUDNECK,10991,"{'rfp', 'gfp'}"
NUCLEI,6293,"{'rfp', 'gfp'}"
ENDOSOME,10037,"{'rfp', 'gfp'}"
PEROXISOME,3108,"{'rfp', 'gfp'}"
SPINDLEPOLE,7203,"{'rfp', 'gfp'}"
GOLGI,26593,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,25160,"{'rfp', 'gfp'}"
ER,20627,"{'rfp', 'gfp'}"
NUCLEI,12290,"{'rfp', 'gfp'}"
ER,19600,"{'rfp', 'gfp'}"
NUCLEI,22556,"{'rfp', 'gfp'}"
CYTOPLASM,16334,"{'rfp', 'gfp'}"
SPINDLEPOLE,29621,"{'rfp', 'gfp'}"
SPINDLEPOLE,21881,"{'rfp', 'gfp'}"
CYTOPLASM,18827,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,12288,"{'rfp', 'gfp'}"
VACUOLE,30322,"{'rfp', 'gfp'}"
ER,5964,"{'rfp', 'gfp'}"
NUCLEOLUS,16348,"{'rfp', 'gfp'}"
MITOCHONDRIA,22664,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,8656,"{'rfp', 'gfp'}"
CYTOPLASM,8100,"{'rfp', 'gfp'}"
CYTOPLASM,380,"{'rfp', 'gfp'}"
NUCLEOLUS,6728,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,861,"{'rfp', 'gfp'}"
NUCLEI,29515,"{'rfp', 'gfp'}"
NUCLEI,30752,"{'rfp', 'gfp'}"
MITOCHONDRIA,10545,"{'rfp', 'gfp'}"
PEROXISOME,16416,"{'rfp', 'gfp'}"
ER,19777,"{'rfp', 'gfp'}"
GOLGI,3873,"{'rfp', 'gfp'}"
VACUOLE,9671,"{'rfp', 'gfp'}"
VACUOLE,23959,"{'rfp', 'gfp'}"
PEROXISOME,8124,"{'rfp', 'gfp'}"
VACUOLE,29180,"{'rfp', 'gfp'}"
CELLPERIPHERY,19987,"{'rfp', 'gfp'}"
ENDOSOME,27440,"{'rfp', 'gfp'}"
ER,24243,"{'rfp', 'gfp'}"
ENDOSOME,8761,"{'rfp', 'gfp'}"
SPINDLEPOLE,26083,"{'rfp', 'gfp'}"
PEROXISOME,5764,"{'rfp', 'gfp'}"
MITOCHONDRIA,415,"{'rfp', 'gfp'}"
GOLGI,18655,"{'rfp', 'gfp'}"
MITOCHONDRIA,28224,"{'rfp', 'gfp'}"
MITOCHONDRIA,2934,"{'rfp', 'gfp'}"
GOLGI,5048,"{'rfp', 'gfp'}"
BUDNECK,10559,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,14652,"{'rfp', 'gfp'}"
VACUOLE,28614,"{'rfp', 'gfp'}"
MITOCHONDRIA,22656,"{'rfp', 'gfp'}"
ENDOSOME,14738,"{'rfp', 'gfp'}"
MITOCHONDRIA,28022,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,11115,"{'rfp', 'gfp'}"
ENDOSOME,14717,"{'rfp', 'gfp'}"
SPINDLEPOLE,22416,"{'rfp', 'gfp'}"
NUCLEOLUS,8836,"{'rfp', 'gfp'}"
MITOCHONDRIA,11840,"{'rfp', 'gfp'}"
GOLGI,24426,"{'rfp', 'gfp'}"
ACTIN,4525,"{'rfp', 'gfp'}"
VACUOLARMEMBRANE,14545,"{'rfp', 'gfp'}"
GOLGI,10848,"{'rfp', 'gfp'}"
MITOCHONDRIA,4212,"{'rfp', 'gfp'}"
ENDOSOME,27837,"{'rfp', 'gfp'}"
NUCLEARPERIPHERY,30401,"{'rfp', 'gfp'}"
NUCLEOLUS,19491,"{'rfp', 'gfp'}"
SPINDLEPOLE,12406,"{'rfp', 'gfp'}"
ER,9108,"{'rfp', 'gfp'}"
PEROXISOME,12721,"{'rfp', 'gfp'}"
NUCLEOLUS,16697,"{'rfp', 'gfp'}"
NUCLEI,19414,"{'rfp', 'gfp'}"
ER,16954,"{'rfp', 'gfp'}"
PEROXISOME,2141,"{'rfp', 'gfp'}"
MITOCHONDRIA,29163,"{'rfp', 'gfp'}"
