17824,4,"['G1/17824_Ch3.ome.jpg', 'G1/17824_Ch4.ome.jpg', 'G1/17824_Ch6.ome.jpg']"
42703,4,"['G1/42703_Ch3.ome.jpg', 'G1/42703_Ch4.ome.jpg', 'G1/42703_Ch6.ome.jpg']"
11601,4,"['G1/11601_Ch3.ome.jpg', 'G1/11601_Ch4.ome.jpg', 'G1/11601_Ch6.ome.jpg']"
35342,5,"['G2/35342_Ch3.ome.jpg', 'G2/35342_Ch4.ome.jpg', 'G2/35342_Ch6.ome.jpg']"
46313,4,"['G1/46313_Ch3.ome.jpg', 'G1/46313_Ch4.ome.jpg', 'G1/46313_Ch6.ome.jpg']"
48824,5,"['G2/48824_Ch3.ome.jpg', 'G2/48824_Ch4.ome.jpg', 'G2/48824_Ch6.ome.jpg']"
10803,2,"['Prophase/10803_Ch3.ome.jpg', 'Prophase/10803_Ch4.ome.jpg', 'Prophase/10803_Ch6.ome.jpg']"
29486,6,"['S/29486_Ch3.ome.jpg', 'S/29486_Ch4.ome.jpg', 'S/29486_Ch6.ome.jpg']"
3284,5,"['G2/3284_Ch3.ome.jpg', 'G2/3284_Ch4.ome.jpg', 'G2/3284_Ch6.ome.jpg']"
35663,6,"['S/35663_Ch3.ome.jpg', 'S/35663_Ch4.ome.jpg', 'S/35663_Ch6.ome.jpg']"
14708,4,"['G1/14708_Ch3.ome.jpg', 'G1/14708_Ch4.ome.jpg', 'G1/14708_Ch6.ome.jpg']"
6331,4,"['G1/6331_Ch3.ome.jpg', 'G1/6331_Ch4.ome.jpg', 'G1/6331_Ch6.ome.jpg']"
30459,6,"['S/30459_Ch3.ome.jpg', 'S/30459_Ch4.ome.jpg', 'S/30459_Ch6.ome.jpg']"
30776,2,"['Prophase/30776_Ch3.ome.jpg', 'Prophase/30776_Ch4.ome.jpg', 'Prophase/30776_Ch6.ome.jpg']"
44508,4,"['G1/44508_Ch3.ome.jpg', 'G1/44508_Ch4.ome.jpg', 'G1/44508_Ch6.ome.jpg']"
188,4,"['G1/188_Ch3.ome.jpg', 'G1/188_Ch4.ome.jpg', 'G1/188_Ch6.ome.jpg']"
15809,5,"['G2/15809_Ch3.ome.jpg', 'G2/15809_Ch4.ome.jpg', 'G2/15809_Ch6.ome.jpg']"
822,4,"['G1/822_Ch3.ome.jpg', 'G1/822_Ch4.ome.jpg', 'G1/822_Ch6.ome.jpg']"
34467,4,"['G1/34467_Ch3.ome.jpg', 'G1/34467_Ch4.ome.jpg', 'G1/34467_Ch6.ome.jpg']"
41925,4,"['G1/41925_Ch3.ome.jpg', 'G1/41925_Ch4.ome.jpg', 'G1/41925_Ch6.ome.jpg']"
20156,6,"['S/20156_Ch3.ome.jpg', 'S/20156_Ch4.ome.jpg', 'S/20156_Ch6.ome.jpg']"
817,6,"['S/817_Ch3.ome.jpg', 'S/817_Ch4.ome.jpg', 'S/817_Ch6.ome.jpg']"
7162,4,"['G1/7162_Ch3.ome.jpg', 'G1/7162_Ch4.ome.jpg', 'G1/7162_Ch6.ome.jpg']"
27344,6,"['S/27344_Ch3.ome.jpg', 'S/27344_Ch4.ome.jpg', 'S/27344_Ch6.ome.jpg']"
32915,3,"['Telophase/32915_Ch3.ome.jpg', 'Telophase/32915_Ch4.ome.jpg', 'Telophase/32915_Ch6.ome.jpg']"
44239,4,"['G1/44239_Ch3.ome.jpg', 'G1/44239_Ch4.ome.jpg', 'G1/44239_Ch6.ome.jpg']"
49582,5,"['G2/49582_Ch3.ome.jpg', 'G2/49582_Ch4.ome.jpg', 'G2/49582_Ch6.ome.jpg']"
33619,4,"['G1/33619_Ch3.ome.jpg', 'G1/33619_Ch4.ome.jpg', 'G1/33619_Ch6.ome.jpg']"
34417,6,"['S/34417_Ch3.ome.jpg', 'S/34417_Ch4.ome.jpg', 'S/34417_Ch6.ome.jpg']"
19785,5,"['G2/19785_Ch3.ome.jpg', 'G2/19785_Ch4.ome.jpg', 'G2/19785_Ch6.ome.jpg']"
43752,5,"['G2/43752_Ch3.ome.jpg', 'G2/43752_Ch4.ome.jpg', 'G2/43752_Ch6.ome.jpg']"
47586,6,"['S/47586_Ch3.ome.jpg', 'S/47586_Ch4.ome.jpg', 'S/47586_Ch6.ome.jpg']"
15632,4,"['G1/15632_Ch3.ome.jpg', 'G1/15632_Ch4.ome.jpg', 'G1/15632_Ch6.ome.jpg']"
7481,5,"['G2/7481_Ch3.ome.jpg', 'G2/7481_Ch4.ome.jpg', 'G2/7481_Ch6.ome.jpg']"
34593,2,"['Prophase/34593_Ch3.ome.jpg', 'Prophase/34593_Ch4.ome.jpg', 'Prophase/34593_Ch6.ome.jpg']"
41093,6,"['S/41093_Ch3.ome.jpg', 'S/41093_Ch4.ome.jpg', 'S/41093_Ch6.ome.jpg']"
16438,6,"['S/16438_Ch3.ome.jpg', 'S/16438_Ch4.ome.jpg', 'S/16438_Ch6.ome.jpg']"
3791,6,"['S/3791_Ch3.ome.jpg', 'S/3791_Ch4.ome.jpg', 'S/3791_Ch6.ome.jpg']"
16130,4,"['G1/16130_Ch3.ome.jpg', 'G1/16130_Ch4.ome.jpg', 'G1/16130_Ch6.ome.jpg']"
35108,6,"['S/35108_Ch3.ome.jpg', 'S/35108_Ch4.ome.jpg', 'S/35108_Ch6.ome.jpg']"
25852,5,"['G2/25852_Ch3.ome.jpg', 'G2/25852_Ch4.ome.jpg', 'G2/25852_Ch6.ome.jpg']"
795,6,"['S/795_Ch3.ome.jpg', 'S/795_Ch4.ome.jpg', 'S/795_Ch6.ome.jpg']"
47888,4,"['G1/47888_Ch3.ome.jpg', 'G1/47888_Ch4.ome.jpg', 'G1/47888_Ch6.ome.jpg']"
47289,5,"['G2/47289_Ch3.ome.jpg', 'G2/47289_Ch4.ome.jpg', 'G2/47289_Ch6.ome.jpg']"
2167,6,"['S/2167_Ch3.ome.jpg', 'S/2167_Ch4.ome.jpg', 'S/2167_Ch6.ome.jpg']"
17785,5,"['G2/17785_Ch3.ome.jpg', 'G2/17785_Ch4.ome.jpg', 'G2/17785_Ch6.ome.jpg']"
40186,5,"['G2/40186_Ch3.ome.jpg', 'G2/40186_Ch4.ome.jpg', 'G2/40186_Ch6.ome.jpg']"
35316,4,"['G1/35316_Ch3.ome.jpg', 'G1/35316_Ch4.ome.jpg', 'G1/35316_Ch6.ome.jpg']"
39732,5,"['G2/39732_Ch3.ome.jpg', 'G2/39732_Ch4.ome.jpg', 'G2/39732_Ch6.ome.jpg']"
47699,4,"['G1/47699_Ch3.ome.jpg', 'G1/47699_Ch4.ome.jpg', 'G1/47699_Ch6.ome.jpg']"
6070,4,"['G1/6070_Ch3.ome.jpg', 'G1/6070_Ch4.ome.jpg', 'G1/6070_Ch6.ome.jpg']"
46096,6,"['S/46096_Ch3.ome.jpg', 'S/46096_Ch4.ome.jpg', 'S/46096_Ch6.ome.jpg']"
29699,4,"['G1/29699_Ch3.ome.jpg', 'G1/29699_Ch4.ome.jpg', 'G1/29699_Ch6.ome.jpg']"
41086,4,"['G1/41086_Ch3.ome.jpg', 'G1/41086_Ch4.ome.jpg', 'G1/41086_Ch6.ome.jpg']"
16699,6,"['S/16699_Ch3.ome.jpg', 'S/16699_Ch4.ome.jpg', 'S/16699_Ch6.ome.jpg']"
21805,5,"['G2/21805_Ch3.ome.jpg', 'G2/21805_Ch4.ome.jpg', 'G2/21805_Ch6.ome.jpg']"
32313,4,"['G1/32313_Ch3.ome.jpg', 'G1/32313_Ch4.ome.jpg', 'G1/32313_Ch6.ome.jpg']"
9114,4,"['G1/9114_Ch3.ome.jpg', 'G1/9114_Ch4.ome.jpg', 'G1/9114_Ch6.ome.jpg']"
29837,5,"['G2/29837_Ch3.ome.jpg', 'G2/29837_Ch4.ome.jpg', 'G2/29837_Ch6.ome.jpg']"
25212,4,"['G1/25212_Ch3.ome.jpg', 'G1/25212_Ch4.ome.jpg', 'G1/25212_Ch6.ome.jpg']"
41102,4,"['G1/41102_Ch3.ome.jpg', 'G1/41102_Ch4.ome.jpg', 'G1/41102_Ch6.ome.jpg']"
2410,5,"['G2/2410_Ch3.ome.jpg', 'G2/2410_Ch4.ome.jpg', 'G2/2410_Ch6.ome.jpg']"
5348,4,"['G1/5348_Ch3.ome.jpg', 'G1/5348_Ch4.ome.jpg', 'G1/5348_Ch6.ome.jpg']"
46735,5,"['G2/46735_Ch3.ome.jpg', 'G2/46735_Ch4.ome.jpg', 'G2/46735_Ch6.ome.jpg']"
9115,6,"['S/9115_Ch3.ome.jpg', 'S/9115_Ch4.ome.jpg', 'S/9115_Ch6.ome.jpg']"
37873,4,"['G1/37873_Ch3.ome.jpg', 'G1/37873_Ch4.ome.jpg', 'G1/37873_Ch6.ome.jpg']"
20403,6,"['S/20403_Ch3.ome.jpg', 'S/20403_Ch4.ome.jpg', 'S/20403_Ch6.ome.jpg']"
5492,5,"['G2/5492_Ch3.ome.jpg', 'G2/5492_Ch4.ome.jpg', 'G2/5492_Ch6.ome.jpg']"
36338,6,"['S/36338_Ch3.ome.jpg', 'S/36338_Ch4.ome.jpg', 'S/36338_Ch6.ome.jpg']"
44985,6,"['S/44985_Ch3.ome.jpg', 'S/44985_Ch4.ome.jpg', 'S/44985_Ch6.ome.jpg']"
48049,4,"['G1/48049_Ch3.ome.jpg', 'G1/48049_Ch4.ome.jpg', 'G1/48049_Ch6.ome.jpg']"
40757,4,"['G1/40757_Ch3.ome.jpg', 'G1/40757_Ch4.ome.jpg', 'G1/40757_Ch6.ome.jpg']"
43247,6,"['S/43247_Ch3.ome.jpg', 'S/43247_Ch4.ome.jpg', 'S/43247_Ch6.ome.jpg']"
9420,6,"['S/9420_Ch3.ome.jpg', 'S/9420_Ch4.ome.jpg', 'S/9420_Ch6.ome.jpg']"
45462,4,"['G1/45462_Ch3.ome.jpg', 'G1/45462_Ch4.ome.jpg', 'G1/45462_Ch6.ome.jpg']"
43176,6,"['S/43176_Ch3.ome.jpg', 'S/43176_Ch4.ome.jpg', 'S/43176_Ch6.ome.jpg']"
12013,6,"['S/12013_Ch3.ome.jpg', 'S/12013_Ch4.ome.jpg', 'S/12013_Ch6.ome.jpg']"
38877,4,"['G1/38877_Ch3.ome.jpg', 'G1/38877_Ch4.ome.jpg', 'G1/38877_Ch6.ome.jpg']"
20991,4,"['G1/20991_Ch3.ome.jpg', 'G1/20991_Ch4.ome.jpg', 'G1/20991_Ch6.ome.jpg']"
47695,5,"['G2/47695_Ch3.ome.jpg', 'G2/47695_Ch4.ome.jpg', 'G2/47695_Ch6.ome.jpg']"
22237,4,"['G1/22237_Ch3.ome.jpg', 'G1/22237_Ch4.ome.jpg', 'G1/22237_Ch6.ome.jpg']"
5888,4,"['G1/5888_Ch3.ome.jpg', 'G1/5888_Ch4.ome.jpg', 'G1/5888_Ch6.ome.jpg']"
2555,5,"['G2/2555_Ch3.ome.jpg', 'G2/2555_Ch4.ome.jpg', 'G2/2555_Ch6.ome.jpg']"
46512,6,"['S/46512_Ch3.ome.jpg', 'S/46512_Ch4.ome.jpg', 'S/46512_Ch6.ome.jpg']"
8044,4,"['G1/8044_Ch3.ome.jpg', 'G1/8044_Ch4.ome.jpg', 'G1/8044_Ch6.ome.jpg']"
10567,4,"['G1/10567_Ch3.ome.jpg', 'G1/10567_Ch4.ome.jpg', 'G1/10567_Ch6.ome.jpg']"
32468,4,"['G1/32468_Ch3.ome.jpg', 'G1/32468_Ch4.ome.jpg', 'G1/32468_Ch6.ome.jpg']"
38799,6,"['S/38799_Ch3.ome.jpg', 'S/38799_Ch4.ome.jpg', 'S/38799_Ch6.ome.jpg']"
38890,6,"['S/38890_Ch3.ome.jpg', 'S/38890_Ch4.ome.jpg', 'S/38890_Ch6.ome.jpg']"
35669,4,"['G1/35669_Ch3.ome.jpg', 'G1/35669_Ch4.ome.jpg', 'G1/35669_Ch6.ome.jpg']"
4330,6,"['S/4330_Ch3.ome.jpg', 'S/4330_Ch4.ome.jpg', 'S/4330_Ch6.ome.jpg']"
44957,4,"['G1/44957_Ch3.ome.jpg', 'G1/44957_Ch4.ome.jpg', 'G1/44957_Ch6.ome.jpg']"
6471,4,"['G1/6471_Ch3.ome.jpg', 'G1/6471_Ch4.ome.jpg', 'G1/6471_Ch6.ome.jpg']"
41400,4,"['G1/41400_Ch3.ome.jpg', 'G1/41400_Ch4.ome.jpg', 'G1/41400_Ch6.ome.jpg']"
22302,6,"['S/22302_Ch3.ome.jpg', 'S/22302_Ch4.ome.jpg', 'S/22302_Ch6.ome.jpg']"
19303,6,"['S/19303_Ch3.ome.jpg', 'S/19303_Ch4.ome.jpg', 'S/19303_Ch6.ome.jpg']"
25898,5,"['G2/25898_Ch3.ome.jpg', 'G2/25898_Ch4.ome.jpg', 'G2/25898_Ch6.ome.jpg']"
27669,5,"['G2/27669_Ch3.ome.jpg', 'G2/27669_Ch4.ome.jpg', 'G2/27669_Ch6.ome.jpg']"
6108,5,"['G2/6108_Ch3.ome.jpg', 'G2/6108_Ch4.ome.jpg', 'G2/6108_Ch6.ome.jpg']"
48918,4,"['G1/48918_Ch3.ome.jpg', 'G1/48918_Ch4.ome.jpg', 'G1/48918_Ch6.ome.jpg']"
9157,4,"['G1/9157_Ch3.ome.jpg', 'G1/9157_Ch4.ome.jpg', 'G1/9157_Ch6.ome.jpg']"
26931,4,"['G1/26931_Ch3.ome.jpg', 'G1/26931_Ch4.ome.jpg', 'G1/26931_Ch6.ome.jpg']"
30846,5,"['G2/30846_Ch3.ome.jpg', 'G2/30846_Ch4.ome.jpg', 'G2/30846_Ch6.ome.jpg']"
38657,5,"['G2/38657_Ch3.ome.jpg', 'G2/38657_Ch4.ome.jpg', 'G2/38657_Ch6.ome.jpg']"
37582,2,"['Prophase/37582_Ch3.ome.jpg', 'Prophase/37582_Ch4.ome.jpg', 'Prophase/37582_Ch6.ome.jpg']"
18440,4,"['G1/18440_Ch3.ome.jpg', 'G1/18440_Ch4.ome.jpg', 'G1/18440_Ch6.ome.jpg']"
2783,6,"['S/2783_Ch3.ome.jpg', 'S/2783_Ch4.ome.jpg', 'S/2783_Ch6.ome.jpg']"
34086,4,"['G1/34086_Ch3.ome.jpg', 'G1/34086_Ch4.ome.jpg', 'G1/34086_Ch6.ome.jpg']"
2927,4,"['G1/2927_Ch3.ome.jpg', 'G1/2927_Ch4.ome.jpg', 'G1/2927_Ch6.ome.jpg']"
22844,6,"['S/22844_Ch3.ome.jpg', 'S/22844_Ch4.ome.jpg', 'S/22844_Ch6.ome.jpg']"
14856,5,"['G2/14856_Ch3.ome.jpg', 'G2/14856_Ch4.ome.jpg', 'G2/14856_Ch6.ome.jpg']"
41440,4,"['G1/41440_Ch3.ome.jpg', 'G1/41440_Ch4.ome.jpg', 'G1/41440_Ch6.ome.jpg']"
23318,4,"['G1/23318_Ch3.ome.jpg', 'G1/23318_Ch4.ome.jpg', 'G1/23318_Ch6.ome.jpg']"
19963,1,"['Metaphase/19963_Ch3.ome.jpg', 'Metaphase/19963_Ch4.ome.jpg', 'Metaphase/19963_Ch6.ome.jpg']"
45516,4,"['G1/45516_Ch3.ome.jpg', 'G1/45516_Ch4.ome.jpg', 'G1/45516_Ch6.ome.jpg']"
14161,4,"['G1/14161_Ch3.ome.jpg', 'G1/14161_Ch4.ome.jpg', 'G1/14161_Ch6.ome.jpg']"
26256,2,"['Prophase/26256_Ch3.ome.jpg', 'Prophase/26256_Ch4.ome.jpg', 'Prophase/26256_Ch6.ome.jpg']"
42692,4,"['G1/42692_Ch3.ome.jpg', 'G1/42692_Ch4.ome.jpg', 'G1/42692_Ch6.ome.jpg']"
46340,4,"['G1/46340_Ch3.ome.jpg', 'G1/46340_Ch4.ome.jpg', 'G1/46340_Ch6.ome.jpg']"
22056,6,"['S/22056_Ch3.ome.jpg', 'S/22056_Ch4.ome.jpg', 'S/22056_Ch6.ome.jpg']"
33008,6,"['S/33008_Ch3.ome.jpg', 'S/33008_Ch4.ome.jpg', 'S/33008_Ch6.ome.jpg']"
46870,5,"['G2/46870_Ch3.ome.jpg', 'G2/46870_Ch4.ome.jpg', 'G2/46870_Ch6.ome.jpg']"
15350,6,"['S/15350_Ch3.ome.jpg', 'S/15350_Ch4.ome.jpg', 'S/15350_Ch6.ome.jpg']"
15709,5,"['G2/15709_Ch3.ome.jpg', 'G2/15709_Ch4.ome.jpg', 'G2/15709_Ch6.ome.jpg']"
4630,4,"['G1/4630_Ch3.ome.jpg', 'G1/4630_Ch4.ome.jpg', 'G1/4630_Ch6.ome.jpg']"
22085,5,"['G2/22085_Ch3.ome.jpg', 'G2/22085_Ch4.ome.jpg', 'G2/22085_Ch6.ome.jpg']"
31710,4,"['G1/31710_Ch3.ome.jpg', 'G1/31710_Ch4.ome.jpg', 'G1/31710_Ch6.ome.jpg']"
24878,4,"['G1/24878_Ch3.ome.jpg', 'G1/24878_Ch4.ome.jpg', 'G1/24878_Ch6.ome.jpg']"
27872,5,"['G2/27872_Ch3.ome.jpg', 'G2/27872_Ch4.ome.jpg', 'G2/27872_Ch6.ome.jpg']"
2089,6,"['S/2089_Ch3.ome.jpg', 'S/2089_Ch4.ome.jpg', 'S/2089_Ch6.ome.jpg']"
21846,4,"['G1/21846_Ch3.ome.jpg', 'G1/21846_Ch4.ome.jpg', 'G1/21846_Ch6.ome.jpg']"
37922,4,"['G1/37922_Ch3.ome.jpg', 'G1/37922_Ch4.ome.jpg', 'G1/37922_Ch6.ome.jpg']"
37463,4,"['G1/37463_Ch3.ome.jpg', 'G1/37463_Ch4.ome.jpg', 'G1/37463_Ch6.ome.jpg']"
22708,4,"['G1/22708_Ch3.ome.jpg', 'G1/22708_Ch4.ome.jpg', 'G1/22708_Ch6.ome.jpg']"
24318,5,"['G2/24318_Ch3.ome.jpg', 'G2/24318_Ch4.ome.jpg', 'G2/24318_Ch6.ome.jpg']"
30281,5,"['G2/30281_Ch3.ome.jpg', 'G2/30281_Ch4.ome.jpg', 'G2/30281_Ch6.ome.jpg']"
45659,4,"['G1/45659_Ch3.ome.jpg', 'G1/45659_Ch4.ome.jpg', 'G1/45659_Ch6.ome.jpg']"
8161,6,"['S/8161_Ch3.ome.jpg', 'S/8161_Ch4.ome.jpg', 'S/8161_Ch6.ome.jpg']"
